Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Dropout_Probability,Risk_Category,Course_Name
1,43,1,9670,1,1,151.0,1,19,19,1,1,100.0,0,0,1,1,0,0,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,Enrolled,0.60678285,Medium Risk,Advertising & Marketing
1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,1,0,0,1,1,0,18,0,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled,0.60647583,Medium Risk,Advertising & Marketing
1,15,1,9119,1,1,130.0,26,38,3,9,2,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,0.60559434,Medium Risk,Informatics Engineering
1,1,4,9147,1,1,117.0,1,1,38,8,9,117.0,1,0,0,1,1,0,19,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,0.60369223,Medium Risk,Management
1,17,1,9853,1,1,119.0,1,3,3,132,132,110.6,0,0,0,1,0,0,20,0,0,7,9,6,11.833333333333334,0,0,7,7,6,14.333333333333334,0,11.1,0.6,2.02,Enrolled,0.6023315,Medium Risk,Basic Education
1,1,3,171,1,1,125.0,1,38,37,4,9,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.6012849,Medium Risk,Animation & Multimedia
1,16,3,9853,1,1,134.0,1,37,19,9,5,121.4,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,Enrolled,0.6011894,Medium Risk,Basic Education
1,15,1,9119,1,1,133.1,41,2,2,2,2,100.0,0,0,1,1,1,0,24,1,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled,0.6004216,Medium Risk,Informatics Engineering
2,39,1,9500,1,19,133.1,1,19,19,4,4,100.0,0,0,0,1,1,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled,0.59804076,Medium Risk,Nursing
1,17,1,9085,1,1,125.0,1,1,38,4,9,118.4,1,0,0,1,0,0,21,0,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled,0.594799,Medium Risk,Veterinary Nursing
1,1,1,9147,1,1,123.0,1,1,1,4,6,118.8,1,0,0,1,0,0,21,0,0,5,9,3,10.666666666666666,0,0,5,13,2,12.5,0,7.6,2.6,0.32,Enrolled,0.5869002,Medium Risk,Management
1,17,3,9147,1,1,122.0,1,3,38,123,171,116.1,1,0,1,1,1,0,19,0,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,Enrolled,0.58365715,Medium Risk,Management
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,0.5820556,Medium Risk,Social Service
1,17,1,9254,1,1,119.0,1,1,1,4,10,125.0,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled,0.5808252,Medium Risk,Tourism
1,17,3,9085,1,1,134.0,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled,0.57980263,Medium Risk,Veterinary Nursing
1,18,2,9147,1,1,115.0,1,1,37,5,5,108.7,1,0,0,1,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,0.57840806,Medium Risk,Management
1,44,1,171,1,39,140.0,1,1,1,9,9,140.0,0,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.5774196,Medium Risk,Animation & Multimedia
2,39,1,9991,0,1,110.0,1,37,37,9,3,127.1,0,0,0,1,0,0,34,0,0,5,9,4,11.0,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Enrolled,0.57723176,Medium Risk,Management (Evening)
1,43,1,9119,1,1,146.0,1,3,1,2,3,100.0,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled,0.5772192,Medium Risk,Informatics Engineering
1,17,1,9853,1,1,128.0,1,38,38,9,7,128.4,1,0,0,1,0,1,20,0,0,6,10,5,13.2,0,0,6,12,5,12.833333333333334,0,9.4,-0.8,-3.12,Enrolled,0.57667005,Medium Risk,Basic Education
1,1,1,9500,1,1,117.0,1,19,19,194,193,117.4,1,0,0,1,0,0,19,0,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,11.1,0.6,2.02,Enrolled,0.5766218,Medium Risk,Nursing
1,1,2,9119,1,1,126.0,1,1,38,141,192,122.5,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,0.57658184,Medium Risk,Informatics Engineering
1,42,1,9070,1,1,100.0,1,3,2,2,2,115.9,0,0,0,1,0,0,29,0,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled,0.575498,Medium Risk,Communication Design
1,1,1,9556,1,1,135.0,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,16.2,0.3,-0.92,Enrolled,0.5716369,Medium Risk,Oral Hygiene
1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,0.5704608,Medium Risk,Management
1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,7.6,2.6,0.32,Enrolled,0.5686034,Medium Risk,Social Service
1,1,2,9254,1,1,125.0,1,1,19,4,1,121.5,1,0,0,1,1,0,18,0,0,6,12,5,11.0,0,0,6,11,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,0.5659152,Medium Risk,Tourism
1,1,1,171,1,1,124.0,1,2,2,3,2,118.4,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.5630945,Medium Risk,Animation & Multimedia
1,17,2,171,1,1,137.0,1,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.55968267,Medium Risk,Animation & Multimedia
1,39,1,9991,0,1,150.0,1,19,37,9,8,138.5,0,0,0,1,0,0,26,0,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled,0.5594676,Medium Risk,Management (Evening)
1,44,1,9254,1,39,170.0,1,19,2,9,3,170.0,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,Enrolled,0.5586427,Medium Risk,Tourism
1,1,1,9254,1,1,133.1,1,3,1,2,4,125.0,0,0,0,1,1,0,21,0,0,6,10,5,11.333333333333334,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled,0.551494,Medium Risk,Tourism
4,39,1,9773,1,38,133.1,1,19,19,7,9,133.0,0,0,0,1,0,0,40,0,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled,0.5500934,Medium Risk,Journalism
1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled,0.54993844,Medium Risk,Management (Evening)
1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled,0.54898894,Medium Risk,Advertising & Marketing
1,1,1,9853,1,1,146.0,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,0.54874104,Medium Risk,Basic Education
1,17,1,9070,1,1,127.0,1,1,1,3,4,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,0.5482596,Medium Risk,Communication Design
1,1,4,9147,1,1,120.0,1,19,38,5,5,122.8,1,0,0,1,1,0,18,0,0,5,6,4,11.5,0,0,5,12,2,10.333333333333334,0,10.8,1.4,1.74,Enrolled,0.54696345,Medium Risk,Management
1,42,1,9003,1,1,140.0,1,1,3,4,2,140.0,1,0,0,1,1,0,23,0,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled,0.5454273,Medium Risk,Agronomy
1,42,1,9003,1,1,140.0,1,19,19,4,4,140.0,1,0,0,1,1,0,25,0,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled,0.543762,Medium Risk,Agronomy
1,39,9,9991,0,1,120.0,1,38,38,9,5,144.8,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled,0.5428952,Medium Risk,Management (Evening)
1,17,1,9147,1,1,126.0,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,0.5428213,Medium Risk,Management
1,1,1,9119,1,1,121.0,1,3,1,2,3,114.0,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled,0.5386099,Medium Risk,Informatics Engineering
1,18,2,9853,1,1,120.0,1,1,1,9,0,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,0.5341631,Medium Risk,Basic Education
1,1,1,9003,1,1,144.0,1,19,19,9,9,132.8,0,0,0,1,1,1,19,0,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled,0.5305644,Medium Risk,Agronomy
1,39,1,9085,1,1,133.1,1,37,37,9,9,148.2,1,0,1,1,0,0,27,0,0,6,11,6,12.125,0,0,6,16,5,12.0,0,12.4,0.5,1.79,Enrolled,0.52922666,Medium Risk,Veterinary Nursing
1,17,3,171,1,1,133.0,1,1,37,4,7,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,0.5288834,Medium Risk,Animation & Multimedia
1,1,1,9853,1,1,140.0,1,19,19,7,7,124.6,1,0,0,1,0,0,18,0,0,7,7,6,11.666666666666666,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled,0.52580166,Medium Risk,Basic Education
1,39,1,9130,1,1,130.0,1,19,1,191,144,110.0,0,0,0,1,1,0,24,0,0,6,11,6,11.333333333333334,0,0,6,12,3,11.333333333333334,0,16.2,0.3,-0.92,Enrolled,0.52559644,Medium Risk,Equinculture
1,44,1,9130,1,39,130.0,1,38,37,4,9,130.0,1,0,0,1,0,1,20,0,0,6,11,4,12.0,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled,0.52298164,Medium Risk,Equinculture
2,39,1,9991,0,39,140.0,1,38,19,9,5,110.0,0,0,0,1,0,1,35,0,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled,0.5182835,Medium Risk,Management (Evening)
1,1,1,171,1,1,136.0,1,3,3,1,2,152.5,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,0.5182796,Medium Risk,Animation & Multimedia
1,39,1,9991,0,1,120.0,1,37,37,6,6,147.8,0,0,0,1,0,0,40,0,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,Enrolled,0.5096481,Medium Risk,Management (Evening)
1,17,1,171,1,1,146.0,1,1,38,9,9,135.5,1,0,1,1,0,0,22,0,12,17,19,12,11.833333333333334,0,10,17,22,11,11.25,0,11.1,0.6,2.02,Enrolled,0.50889987,Medium Risk,Animation & Multimedia
1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,1,0,0,1,1,1,22,0,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled,0.50727695,Medium Risk,Management
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled,0.5069877,Medium Risk,Informatics Engineering
1,17,2,9119,1,1,127.0,1,19,1,9,10,121.1,1,0,0,1,1,1,18,0,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,Enrolled,0.5040825,Medium Risk,Informatics Engineering
1,1,2,9670,1,1,117.0,1,37,37,9,9,111.8,0,0,0,1,0,0,22,0,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled,0.5037733,Medium Risk,Advertising & Marketing
1,1,6,9500,1,1,122.0,1,1,1,4,4,119.6,1,0,0,1,0,0,21,0,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled,0.5008308,Medium Risk,Nursing
1,1,1,9119,1,1,150.0,1,1,1,3,3,143.4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled,0.50032353,Medium Risk,Informatics Engineering
2,39,1,9147,1,1,130.0,1,37,37,9,9,142.5,0,0,0,1,0,0,39,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled,0.49960536,Medium Risk,Management
1,43,1,9119,1,1,128.0,1,1,38,4,7,100.0,0,0,0,1,1,0,19,0,0,5,8,5,12.0,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled,0.49376965,Medium Risk,Informatics Engineering
2,7,1,9147,1,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled,0.49184936,Medium Risk,Management
1,17,5,9670,1,1,115.0,1,1,19,5,5,117.1,0,0,0,1,0,0,21,0,0,5,7,3,12.666666666666666,0,0,5,6,4,12.75,1,7.6,2.6,0.32,Enrolled,0.49167773,Medium Risk,Advertising & Marketing
1,17,2,9500,1,1,126.0,1,37,37,7,7,126.2,1,0,0,1,0,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled,0.48953527,Medium Risk,Nursing
3,17,1,9238,1,1,138.0,1,37,37,9,9,133.5,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled,0.48761752,Medium Risk,Social Service
1,5,3,9085,1,1,141.0,1,1,19,7,5,128.8,1,0,0,1,0,0,19,0,0,5,9,3,10.333333333333334,1,0,5,8,3,13.0,0,7.6,2.6,0.32,Enrolled,0.4798037,Medium Risk,Veterinary Nursing
1,1,1,9853,1,1,127.0,1,3,1,3,7,137.2,1,0,0,1,0,0,18,0,0,6,7,6,12.166666666666666,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Enrolled,0.47844866,Medium Risk,Basic Education
1,17,3,9119,1,1,135.0,1,1,19,141,193,121.7,1,0,0,1,1,0,18,0,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,0.47720373,Medium Risk,Informatics Engineering
4,43,1,9500,1,1,130.0,1,37,37,9,9,103.7,0,0,0,1,0,0,38,0,1,8,12,5,13.126,1,1,8,12,5,13.126,1,10.8,1.4,1.74,Enrolled,0.47246668,Medium Risk,Nursing
1,1,1,9085,1,1,101.0,1,37,37,9,4,101.0,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,0.4712913,Medium Risk,Veterinary Nursing
1,17,6,9254,1,1,108.0,1,1,19,4,5,112.2,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0.46826616,Medium Risk,Tourism
1,53,1,9085,1,42,140.0,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,Enrolled,0.46744806,Medium Risk,Veterinary Nursing
1,43,1,9070,1,1,100.0,1,37,37,9,9,108.0,1,0,0,1,1,0,34,0,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled,0.46609262,Medium Risk,Communication Design
1,1,5,9147,1,1,134.0,1,3,2,2,2,134.7,0,0,0,1,1,0,22,0,1,5,10,4,11.75,0,0,5,10,3,11.0,0,7.6,2.6,0.32,Enrolled,0.46413052,Medium Risk,Management
1,1,1,171,1,1,125.0,1,19,19,5,4,136.2,1,0,1,1,1,0,21,0,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled,0.46362126,Medium Risk,Animation & Multimedia
1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,Enrolled,0.45743328,Medium Risk,Management
1,43,1,9773,1,1,140.0,1,3,37,3,7,116.9,0,0,0,1,1,0,32,0,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled,0.4568542,Medium Risk,Journalism
1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled,0.45646954,Medium Risk,Journalism
2,43,1,9991,0,1,140.0,1,37,37,3,10,107.8,0,0,0,1,0,0,33,0,8,10,15,8,10.375,0,7,10,13,9,10.444444444444445,0,7.6,2.6,0.32,Enrolled,0.4561678,Medium Risk,Management (Evening)
1,43,1,8014,0,1,120.0,1,37,37,9,5,100.0,0,0,0,1,0,0,45,0,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled,0.45175526,Medium Risk,Social Service (Evening)
1,39,1,9991,0,1,160.0,41,37,19,9,9,160.0,0,0,0,1,0,1,31,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Enrolled,0.4436727,Medium Risk,Management (Evening)
1,1,1,9085,1,1,145.0,1,38,37,3,9,138.4,1,0,0,0,0,0,18,0,0,6,7,6,14.833333333333334,0,0,6,8,6,12.5,0,8.9,1.4,3.51,Enrolled,0.43432388,Medium Risk,Veterinary Nursing
1,1,1,9085,1,1,147.0,1,37,19,9,5,133.7,1,0,0,1,0,1,19,0,0,5,10,2,13.5,0,0,5,11,5,11.4,1,10.8,1.4,1.74,Enrolled,0.43411127,Medium Risk,Veterinary Nursing
1,39,1,8014,0,1,155.0,1,19,37,4,5,117.5,0,0,0,1,0,0,34,0,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,0.4319254,Medium Risk,Social Service (Evening)
1,1,5,9773,1,1,125.0,1,37,3,5,2,126.1,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled,0.42888764,Medium Risk,Journalism
1,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled,0.4282435,Medium Risk,Oral Hygiene
1,1,1,171,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.42642358,Medium Risk,Animation & Multimedia
2,53,1,9147,1,42,130.0,1,19,19,175,152,132.4,0,0,0,1,0,0,30,0,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled,0.4244333,Medium Risk,Management
1,43,1,9991,0,1,120.0,1,37,37,9,8,122.5,1,0,0,1,0,0,29,0,8,13,16,8,10.5,0,8,12,19,9,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,0.42317683,Medium Risk,Management (Evening)
1,44,1,9085,1,1,130.0,1,1,1,4,3,130.0,1,0,0,1,0,0,20,0,0,6,13,5,11.8,0,0,6,19,4,12.0,0,12.4,0.5,1.79,Enrolled,0.41979662,Medium Risk,Veterinary Nursing
1,39,1,8014,0,19,100.0,1,37,37,5,5,111.0,1,0,0,1,0,1,26,0,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled,0.4111127,Medium Risk,Social Service (Evening)
1,1,1,9773,1,1,127.0,1,5,3,4,4,122.8,1,0,0,1,1,0,20,0,0,6,7,6,12.166666666666666,0,0,6,9,3,12.0,0,12.4,0.5,1.79,Enrolled,0.4082206,Medium Risk,Journalism
1,1,3,9119,1,1,117.0,1,1,1,3,5,111.1,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,0.4080942,Medium Risk,Informatics Engineering
1,1,1,9773,1,1,117.0,1,1,19,4,4,109.3,0,0,0,1,1,0,19,0,0,6,11,4,12.25,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,Enrolled,0.40707994,Medium Risk,Journalism
2,43,1,9991,0,1,140.0,1,38,37,5,6,117.3,0,0,0,1,0,0,28,0,6,10,15,6,10.666666666666666,0,5,10,17,9,11.333333333333334,1,7.6,2.6,0.32,Enrolled,0.40410918,Medium Risk,Management (Evening)
2,39,1,9991,0,1,100.0,1,19,19,4,4,113.0,0,0,0,1,1,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,0.40202627,Medium Risk,Management (Evening)
1,17,5,9238,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0.40162566,Medium Risk,Social Service
1,44,1,9085,1,39,140.0,1,1,1,3,7,140.0,1,0,0,1,0,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled,0.40069303,Medium Risk,Veterinary Nursing
1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled,0.39750662,Low Risk,Communication Design
1,17,1,9147,1,1,120.0,1,3,3,2,2,112.0,0,0,0,1,0,0,20,0,0,5,10,4,11.0,0,0,5,7,4,11.5,0,15.5,2.8,-4.06,Enrolled,0.397195,Low Risk,Management
1,43,1,9556,1,1,128.0,1,38,38,7,8,123.5,1,0,0,1,0,0,22,0,0,7,14,6,10.744444444444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,Enrolled,0.39680573,Low Risk,Oral Hygiene
1,44,1,9003,1,39,150.0,1,4,5,4,2,150.0,0,0,0,1,1,0,21,0,0,6,15,5,11.857142857142858,0,0,6,17,5,10.571428571428571,0,16.2,0.3,-0.92,Enrolled,0.39654785,Low Risk,Agronomy
4,39,1,9991,0,1,130.0,1,38,19,9,7,148.0,0,0,0,1,0,1,31,0,0,5,11,4,11.25,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.39331803,Low Risk,Management (Evening)
2,39,1,9500,1,1,130.0,1,37,37,191,183,163.7,0,0,0,1,0,0,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Enrolled,0.393114,Low Risk,Nursing
1,1,2,9147,1,1,128.0,1,3,1,3,3,121.0,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled,0.38979107,Low Risk,Management
1,1,2,9773,1,1,133.1,1,38,19,4,7,98.0,1,0,0,1,1,1,19,0,0,6,8,4,12.0,0,0,6,8,6,12.285714285714286,0,15.5,2.8,-4.06,Enrolled,0.38895613,Low Risk,Journalism
1,44,1,9085,1,39,140.0,1,37,38,5,6,140.0,1,0,0,1,0,0,21,0,2,6,16,5,12.666666666666666,0,1,6,15,2,13.5,0,16.2,0.3,-0.92,Enrolled,0.38808337,Low Risk,Veterinary Nursing
1,44,1,9085,1,39,130.0,6,19,1,6,4,130.0,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,0.38511837,Low Risk,Veterinary Nursing
1,39,1,9238,1,1,170.0,1,38,19,9,9,140.0,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled,0.38204333,Low Risk,Social Service
1,53,1,9070,1,42,130.0,1,40,19,3,5,130.0,1,0,0,0,0,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Enrolled,0.3817139,Low Risk,Communication Design
5,39,1,9147,1,1,133.1,1,19,19,9,9,119.8,0,0,0,1,1,0,26,0,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled,0.37889904,Low Risk,Management
1,17,1,171,1,1,144.0,1,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.3762653,Low Risk,Animation & Multimedia
1,1,1,9670,1,1,131.0,1,37,37,9,6,127.2,0,0,0,1,0,1,18,0,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,Enrolled,0.37345794,Low Risk,Advertising & Marketing
1,1,1,171,1,1,134.0,1,3,2,2,2,141.7,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.3723569,Low Risk,Animation & Multimedia
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,Enrolled,0.37123844,Low Risk,Basic Education
1,17,2,9085,1,1,138.0,1,37,37,9,7,123.3,1,0,0,1,0,0,19,0,0,5,15,3,14.0,3,0,5,10,4,11.75,1,9.4,-0.8,-3.12,Enrolled,0.3696095,Low Risk,Veterinary Nursing
